lang,key_path,source_file,english_value,current_value,verdict,reasoning,proposed_correction
ca,samlTestError_WEBCLIENT_DISABLED,ZaMsg.properties,Web client feature was disabled on an authenticated account,La funció de client web s’ha desactivat en un compte autenticat.,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
ca,samlTestError_INTERNAL_ERROR,ZaMsg.properties,Internal server error,Error intern del servidor,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
ca,samlTestError_ACCOUNT_INACTIVE,ZaMsg.properties,An authenticated account was not active on Zimbra,Un compte autenticat no estava actiu a Zimbra,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
ca,samlTestError_Unknown,ZaMsg.properties,Unknown error,Error desconegut,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,NAD_SAML_SSO,ZaMsg.properties,SAML/SSO,SAML/SSO,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,LBL_zimbraMyoneloginSamlSigningCert,ZaMsg.properties,IdP’s X.509 signing certificate:,IdP’s X.509-signeringscertifikat:,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,LBL_zimbraSamlSpEntityId,ZaMsg.properties,SP Entity ID:,SP-enheds-id:,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,LBL_zimbraSamlACSURL,ZaMsg.properties,Assertion Consumer Service URL:,URL til kundeservice for påstand:,Wrong,"""URL til kundeservice for påstand"" mistranslates ""Consumer Service"" as ""kundeservice"" (customer support), a false friend for the SAML technical term Assertion Consumer Service.",URL til Assertion Consumer Service (ACS):
da,LBL_zimbraSamlSSOURL,ZaMsg.properties,IdP Single Sign-On (SSO) URL:,IdP Single Sign-On (SSO) URL:,Missing,"Value is identical to the English source with no Danish translation, unlike the parallel LBL_zimbraSamlSLOURL entry which is properly translated.",IdP-URL til enkeltlogon (SSO):
da,LBL_zimbraSamlSLOURL,ZaMsg.properties,IdP Single Logout (SLO) URL:,IdP-URL til enkeltlogout (SLO):,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,LBL_zimbraSamlNameIdFormat,ZaMsg.properties,NameID format:,NameID-format:,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,LBL_zimbraSamlDateFormat,ZaMsg.properties,Date format for instant timestamps:,Datoformat for øjeblikkelige tidsstempler:,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,LBL_zimbraSamlLogoutLandingURL,ZaMsg.properties,Logout landing redirect URL:,Omdirigerings-URL til logout-landing:,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,LBL_zimbraSamlDocumentEncoding,ZaMsg.properties,Document encoding:,Dokumentkodning:,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,LBL_zimbraSamlErrorURL,ZaMsg.properties,Error redirect URL:,Fejl ved omdirigerings-URL:,Wrong,"""Fejl ved omdirigerings-URL"" reads as ""Error in/at the redirect URL"" (implying the URL itself is faulty) rather than ""the redirect URL used when an error occurs"", reversing the intended meaning.",Omdirigerings-URL ved fejl:
da,LBL_zimbraSamlInactiveAccountURL,ZaMsg.properties,Inactive account redirect URL:,Omdirigerings-URL til inaktiv konto:,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,LBL_zimbraSamlWebclientDisabledAccountUrl,ZaMsg.properties,Webclient-disabled account redirect URL:,URL til omdirigering af webklient-deaktiveret konto:,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,LBL_zimbraSamlSpSigningKey,ZaMsg.properties,SP signing key:,SP-signeringsnøgle:,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,LBL_zimbraSamlSpSigningCertificate,ZaMsg.properties,SP signing certificate:,SP-signeringscertifikat:,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,LBL_zimbraCsrfRefererCheckEnabled,ZaMsg.properties,CSRF referer check:,CSRF-henvisningstjek:,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,LBL_zimbraCsrfAllowedRefererHosts,ZaMsg.properties,CSRF allowed referer host:,CSRF-tilladt henvisningsvært:,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,LBL_xmlFile,ZaMsg.properties,XML file:,XML-fil:,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,LBL_upload,ZaMsg.properties,Upload,Upload,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,LBL_samlXmlUploadExplanation,ZaMsg.properties,You can upload IdP metadata XML to fill the fields below.,Du kan uploade IdP-metadata i XML-format for at udfylde felterne nedenfor.,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,fileUnselectedError,ZaMsg.properties,You must choose a file.,Du skal vælge en fil.,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,parseXmlSuccessful,ZaMsg.properties,XML file could be parsed successfully.,XML-filen kunne parses.,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,parseXmlFailed,ZaMsg.properties,XML file could not be parsed.,XML-filen kunne ikke parses.,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,LBL_samlTestInformation,ZaMsg.properties,SP initiated login URL will use the Domain from configured URL in zimbraWebClientLoginURL value. Test SSO needs active account on IdP & Zimbra both for test to succeed.,SP-initieret login-URL vil bruge domænet fra den konfigurerede URL i zimbraWebClientLoginURL-værdien. Test af SSO kræver en aktiv konto på både IdP og Zimbra for at testen kan lykkes.,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,LBL_samlTestExplanation,ZaMsg.properties,You can test SAML login based on the saved settings. Please make sure settings are saved before you start testing.,"Du kan teste SAML-login baseret på de gemte indstillinger. Sørg for, at indstillingerne er gemt, før du starter testen.",Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,LBL_testNow,ZaMsg.properties,Test now,Test nu,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,LBL_samlStatus,ZaMsg.properties,SAML status:,SAML-status:,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,LBL_samlLastTested,ZaMsg.properties,Last tested:,Sidst testet:,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,samlStatusNotTested,ZaMsg.properties,Not tested,Ikke testet,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,samlStatusInProgress,ZaMsg.properties,In progress,I gang,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,samlStatusFailed,ZaMsg.properties,Failed ({0}),Mislykkedes ({0}),Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,samlStatusSucceeded,ZaMsg.properties,Succeeded,Lykkedes,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,LBL_confirmation,ZaMsg.properties,Confirmation,Bekræftelse,Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,samlInTestingByAnotherAdmin,ZaMsg.properties,Another administrator may be testing. Do you want to start testing? The other test will fail if you start it.,"En anden administrator er muligvis i gang med at teste. Vil du starte testen? Den anden test vil mislykkes, hvis du starter den.",Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,samlTestConfigurationError,ZaMsg.properties,Neither zimbraWebClientLoginURL nor zimbraPublicServiceHostname is configured. Please update configuration and try it again.,"Hverken zimbraWebClientLoginURL eller zimbraPublicServiceHostname er konfigureret. Opdater venligst konfigurationen, og prøv igen.",Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
da,samlTestInitializationError,ZaMsg.properties,Initialization for SAML test failed. Please wait for a while and try it again.,"Initialisering af SAML-testen mislykkedes. Vent et øjeblik, og prøv igen.",Correct,"Matches the English source in meaning, register, and terminology; no issues found.",
